"obs","time...2","elapsed","date","hhmmss...5","species","ID","TIME...8","E","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","TIME...44","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","F_avg","dF/dt","dF_dc/dt","F_dc_avg","period","time...85","hhmmss...86","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","round","TIME...9","TIME...45","time...86","hhmmss...87","DarkAdaptedID","Fo","Fm","Fv","Fv/Fm","Adark","LightAdaptedID","Fs","Fm'","PhiPS2","PS2/1","Qabs_fs","Afs","ETR","Fv'/Fm'","PhiCO2","NPQ","DarkPulseID","Fo'","Fv'","qP","qN","qP_Fo","qN_Fo","TIME...69","time...110","hhmmss...111","tx"
10,1594742060.1,3133.09999990463,"20200714 09:54:20","09:54:20",NA,15,NA,0.0020858241321888,-0.963312779027152,400.119133333333,403.419119665661,34.7563969050264,34.4720880332936,0.0614114950781333,2.67396052399802,0.0606385793399168,0.0379677449505344,0,24.7420131570646,24.55886,3.09700570950877,5.8588444445434,0.190025054300105,3.2433879427723,2.90698065520867,-91.9848442295262,111.623894943867,8.82524707499956,28.4642977893403,38,6,1,0,45775.0399506952,0,0,0,0,6,0.5,"0: Broadleaf",2,NA,400.119133333333,399.9904,2.20562966666667,0.124427133333333,401.107366666667,2.15502233333333,600.006066666667,86.05459,0.0999703833333333,25.3331733333333,24.55886,999.9,0,0,10004.0046666667,0,0.227353,0,0,0,0,2.28352,0,-0.0576633333333334,-0.86864,34.687,40.083,37.6787333333333,38.7458,35.9122,0,0,0,1594742064.8,0,2.265124,0.288484607320823,-0.580807700354649,-0.105072,15,NA,NA,1594740614.1,1594740622.1,2,-0.037,0,-0.988,0.051,400,0,0.11,0.03,0.126968804878049,-0.00668676167247395,0.027902022784396,1,2.08074170731707,0.00732355400697061,0.000897663369026926,1,2,2,"2/2",100,100,-0.989,0.0506,-0.988238095238103,0,0,0,0.0506057523809524,0,0,0,-1,-1,-1,-1,24.1,24,2,591.601,770.091,25.0715,25.4585,29.9999,25.5783,25.5058,25.5042,100,0,-999.9,400,0,103.271,103.765,NA,1594742052.35,1594742052.35,1594740622.1,"09:30:22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC"
11,1594742255.5,3328.5,"20200714 09:57:35","09:57:35",NA,16,NA,0.00287665401043992,-1.07536775306901,399.920633333333,398.629946491992,34.3431431778066,34.4543396480667,0.0922416226010598,2.6728157520442,0.0905089348844092,0.0567210485014111,0,24.3561302402461,23.73121,2.94695700451353,8.08456950953808,0.259708765519044,3.21240067529437,2.68724823899449,-126.8604418604,207.59119532346,16.3381273253398,97.0688807883998,165,28,1,0,45769.358952271,0,0,0,0,6,0.5,"0: Broadleaf",2,NA,399.920633333333,399.9957,3.01450833333333,0.146483,400.9089,2.96390133333333,599.991,86.0529133333333,0.100029966666667,25.1718466666667,23.73121,999.9,0,0,9997.27366666667,0,0.227353,0,0,0,0,2.24033333333333,0,-0.4273,-0.89395,34.5475333333333,39.8078666666667,37.4958,38.5144666666667,35.6933,0,0,0,1594742260.4,0,2.261432,0.613446160888534,0.624276904776533,-0.447748,15,NA,NA,1594740614.1,1594740622.1,2,-0.037,0,-0.988,0.051,400,0,0.11,0.03,-0.0731918625,0.0381003005628519,0.0242104151183813,1,2.86775375,0.00857324577860776,0.00117862989844142,1,2,2,"2/2",100,100,-0.988,0.0506,-0.988238095238103,0,0,0,0.0506057523809524,0,0,0,-1,-1,-1,-1,27.4,27.2,2,429.323,769.25,24.9336,25.3442,29.9998,25.4794,25.3997,25.5127,100,0,-999.9,400,0,103.288,103.785,NA,1594742247.75,1594742247.75,1594740622.1,"09:30:22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC"
12,1594742535,3608,"20200714 10:02:15","10:02:15",NA,20,NA,0.00192629249744461,-0.626441723025825,399.839666666667,395.902282742449,34.1085719713383,34.4477934126184,0.0574612925479564,2.67277466104263,0.0567837240957901,0.035550038602432,0,24.5617152921628,24.30929,3.05107224030648,5.72782906331772,0.183302234121546,3.20020433737198,2.86777000618493,-84.9494991373075,115.086457743425,9.08130274601127,39.2182613521285,0,0,1,0,45778.0976713514,0,0,0,0,6,0.5,"0: Broadleaf",2,NA,399.839666666667,399.983433333333,2.127611,0.2054137,400.827833333333,2.07700533333333,599.999,86.0540333333333,0.0999836,25.1079766666667,24.30929,999.9,0,0,9996.895,0,0.227353,0,0,0,0,2.39502333333333,0,-1.84725333333333,-1.22124,34.312,39.562,37.2458,38.2541333333333,35.5165333333333,0,0,0,1594742540,0,2.390184,0.428938463629381,-1.38328459974715,-1.851916,15,NA,NA,1594740614.1,1594740622.1,2,-0.037,0,-0.988,0.051,400,0,0.11,0.03,-0.1411782525,-0.085110194746716,0.0240350500916161,1,1.92681925,-0.0907496060037539,0.00874910806525442,1,2,2,"2/2",100,100,-0.988,0.0506,-0.988238095238103,0,0,0,0.0506057523809524,0,0,0,-1,-1,-1,-1,32,31.9,2,649.08,767.827,24.7951,25.2214,29.9999,25.3444,25.2741,25.521,100,0,-999.9,400,0,103.309,103.806,NA,1594742527.25,1594742527.25,1594740622.1,"09:30:22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CXC"
13,1594742753,3826,"20200714 10:05:53","10:05:53",NA,21,NA,0.00221270283763487,-0.910687059340741,400.025967741936,400.602586376264,34.5076947773478,34.4580251533538,0.0699816055179264,2.67316394702833,0.0689795168260388,0.0432010362886387,0,24.2323844346744,23.6204419354839,2.92736579055173,6.80591122462984,0.214605015409332,3.1532150262657,2.7127607751424,-97.5801951396979,178.624795988634,14.0265784975599,95.0711793464961,0,0,1,0,45826.2606208478,0,0,0,0,6,0.5,"0: Broadleaf",2,NA,400.025967741936,400.000419354839,2.49136677419355,0.28418335483871,401.014129032258,2.44076161290323,600.001838709677,86.0395096774194,0.0999610870967742,24.8598967741935,23.6204419354839,999.9,0,0,10000.9377419355,0,0.227353,0,0,0,0,2.29871612903226,0,-2.91464193548387,-1.33457419354839,34.125,39.3424838709677,37.018,38.2093548387097,35.316064516129,0,0,0,1594742757.8,0,2.29923846153846,0.104410264909856,-0.566136750550715,-2.92039615384615,15,NA,NA,1594740614.1,1594740622.1,2,-0.037,0,-0.988,0.051,400,0,0.11,0.03,0.027941135875,0.145024057654784,0.0419725543742181,0,2.21125575,-0.0892801125703629,0.00860615328921696,1,1,2,"1/2",100,100,-0.989,0.0506,-0.988238095238103,0,0,0,0.0506057523809524,0,0,0,-1,-1,-1,-1,35.6,35.5,2,649.338,766.593,24.6121,25.1563,29.9999,25.2824,25.2119,25.5314,100,0,-999.9,400,0,103.316,103.815,NA,1594742745,1594742745,1594740622.1,"09:30:22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CXC"
14,1594742955.5,4028.5,"20200714 10:09:15","10:09:15",NA,22,NA,0.0037022373492457,-1.35604325582859,399.878366666667,398.375831514969,34.321274794577,34.4507227122226,0.132557423284047,2.67404400109637,0.129012096971732,0.0809431961602443,0,23.8983675808652,22.7654533333333,2.77994020654548,11.1226967590227,0.352569195539495,3.16981756473305,2.42737101100599,-163.268667101735,314.630592879497,24.6031081539235,175.965033931686,0,0,1,0,45836.4142484317,0,0,0,0,6,0.5,"0: Broadleaf",2,NA,399.878366666667,400.002766666667,4.092361,0.4053151,400.8668,4.04175566666667,600.0066,86.05304,0.0999644733333333,24.9479166666667,22.7654533333333,999.9,0,0,10004.69,0,0.227353,0,0,0,0,2.33479333333333,0,-3.62415,-1.38484333333333,34.062,39.281,36.937,38.187,35.25,0,0,0,1594742960.6,0,2.32775769230769,-0.0424854763519246,1.04880342563924,-3.58481923076923,15,NA,NA,1594740614.1,1594740622.1,2,-0.037,0,-0.988,0.051,400,0,0.11,0.03,-0.1298356075,0.108146565478424,0.0380804609913298,0,3.6871605,-0.00536420262665559,0.00106914440091129,1,1,2,"1/2",100,100,-0.988,0.0506,-0.988238095238103,0,0,0,0.0506057523809524,0,0,0,-1,-1,-1,-1,39,38.9,2,646.441,765.041,24.6346,25.2695,30.0008,25.368,25.2999,25.5285,100,0,-999.9,400,0,103.285,103.783,NA,1594742947.75,1594742947.75,1594740622.1,"09:30:22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CXC"
15,1594743101.5,4174.5,"20200714 10:11:41","10:11:41",NA,23,NA,0.00337950932264499,-1.29810013940798,399.94464516129,399.178897360872,34.3898106107868,34.4557808361823,0.111274709589568,2.67274678217821,0.108763632002752,0.0681981606905751,0,24.0855847767523,23.7983064516129,2.95887982883019,10.4492271301577,0.33312443714849,3.18802943987172,2.6257553916817,-149.036361128644,179.496805215551,14.1230206482232,44.5834647351301,4,1,1,0,45787.1238976795,0,0,0,0,6,0.5,"0: Broadleaf",2,NA,399.94464516129,399.998161290323,3.86673387096774,0.50031664516129,400.932870967742,3.81612741935484,600.00435483871,86.0513419354839,0.100032393548387,25.0440064516129,23.7983064516129,999.9,0,0,9997.03903225806,0,0.227353,0,0,0,0,2.44928064516129,0,-3.49564838709677,-1.32954516129032,34.125,39.383,37,38.2418064516129,35.3668709677419,0,0,0,1594743106.4,0,2.433084,-0.984276937938724,-1.1877999873895,-3.479876,15,NA,NA,1594740614.1,1594740622.1,2,-0.037,0,-0.988,0.051,400,0,0.11,0.03,-0.041756425875,-0.191431672851782,0.0372206466270227,0,3.35745525,0.244321688555344,0.0235175550374077,0,0,2,"0/2",100,100,-0.988,0.0506,-0.988238095238103,0,0,0,0.0506057523809524,0,0,0,-1,-1,-1,-1,41.5,41.3,2,635.853,763.153,24.7478,25.5004,30.0005,25.5548,25.4778,25.536,100,0,-999.9,400,0,103.254,103.744,NA,1594743093.5,1594743093.5,1594740622.1,"09:30:22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CXC"
16,1594743355,4428,"20200714 10:15:55","10:15:55",NA,27,NA,0.00295827643146076,-1.53759756454476,400.343266666667,406.112471113411,34.9865528877389,34.4895364431495,0.0972602689667466,2.67317895013699,0.0953362847770505,0.0597548703086321,0,24.3573756808869,23.6792766666667,2.93775748245364,9.79158652232798,0.314999823635796,3.21704580680051,2.62275765881784,-130.45999062742,218.601555912425,17.1999536061657,105.341518891171,9,2,1,0,45775.2166456875,0,0,0,0,6,0.5,"0: Broadleaf",2,NA,400.343266666667,399.99,3.656415,0.7089957,401.331466666667,3.60580833333333,600.008233333334,86.0499566666667,0.09995346,25.1961166666667,23.6792766666667,999.9,0,0,9999.81433333333,0,0.227353,0,0,0,0,2.41200666666667,0,-2.73483,-1.12995666666667,34.25,39.5788,37.1291333333333,38.4958,35.5,0,0,0,1594743359.6,0,2.416992,0.497023060004595,-0.878361536741758,-2.741848,15,NA,NA,1594740614.1,1594740622.1,2,-0.037,0,-0.988,0.051,400,0,0.11,0.03,0.354065025,0.0147024652908064,0.0315007271118362,1,2.94143,0.120516697936203,0.0116022144438034,0,1,2,"1/2",100,100,-0.989,0.0506,-0.988238095238103,0,0,0,0.0506057523809524,0,0,0,-1,-1,-1,-1,45.7,45.5,2,629.15,761.854,24.9073,25.7795,30.0005,25.8254,25.7465,25.537,100,0,-999.9,400,0,103.209,103.695,NA,1594743347.25,1594743347.25,1594740622.1,"09:30:22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC"
17,1594743572.5,4645.5,"20200714 10:19:32","10:19:32",NA,28,NA,0.00463868504102816,-1.32959478466719,399.4732,394.469474439102,33.9842104457311,34.4152898409519,0.168562478089826,2.67261543787227,0.16287119220654,0.102289826406502,0,23.9160210327267,23.3728333333333,2.88398338789079,14.8334287008238,0.478202021966317,3.22381312919083,2.40578136592447,-204.566010309342,267.796399276897,21.0463970375665,84.2767860051218,0,0,1,0,45754.8692230424,0,0,0,0,6,0.5,"0: Broadleaf",2,NA,399.4732,399.996633333333,5.55069833333333,0.937780966666667,400.461433333333,5.500093,600.002566666667,86.0516566666667,0.100029706666667,25.23142,23.3728333333333,999.9,0,0,9996.208,0,0.227353,0,0,0,0,2.40621,0,-1.67596333333333,-1.06459666666667,34.375,39.8037333333333,37.312,38.5578666666667,35.625,0,0,0,1594743577.4,0,2.38861538461538,0.659459828220643,-1.74035897845729,-1.68860384615385,15,NA,NA,1594740614.1,1594740622.1,2,-0.037,0,-0.988,0.051,400,0,0.11,0.03,-0.520614675,-0.0549188780487794,0.0278766053738502,1,4.59742875,0.366185853658536,0.0352530305922413,0,1,2,"1/2",100,100,-0.988,0.0506,-0.988238095238103,0,0,0,0.0506057523809524,0,0,0,-1,-1,-1,-1,49.3,49.2,2,640.694,761.121,25.0053,25.9123,30,25.9774,25.8962,25.5468,100,0,-999.9,400,0,103.199,103.681,NA,1594743564.75,1594743564.75,1594740622.1,"09:30:22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC"
18,1594743934.6,5007.59999990463,"20200714 10:25:34","10:25:34",NA,31,NA,0.00177396734723754,-0.995371861061827,400.276133333333,408.578935247163,35.2001288631479,34.4848210680576,0.0540739013630131,2.6730857799433,0.0534734834686784,0.0334743167176139,0,24.8394866706164,24.45334,3.07751147599712,8.47519453189678,0.275034468552641,3.24516997831184,2.80247700744448,-78.2319600131754,128.125122903262,10.1282821226749,60.0214450127611,429,71,1,0,45750.3533633395,0,0,0,0,6,0.5,"0: Broadleaf",2,NA,400.276133333333,399.990833333333,3.19241133333333,1.42407666666667,401.264366666667,3.14180433333333,599.989633333333,86.05255,0.100028673333333,25.34241,24.45334,999.9,0,0,9998.94933333333,0,0.227353,0,0,0,0,2.43099,0,-1.90129333333333,-1.10649333333333,34.4018666666667,39.812,37.312,38.6124,35.6291333333333,0,0,0,1594743939.2,0,2.430204,0.123369235121287,2.53196923323166,-1.886452,15,NA,NA,1594740614.1,1594740622.1,2,-0.037,0,-0.988,0.051,400,0,0.11,0.03,0.2846664,-0.0271966829268297,0.0220203363266777,1,1.7725265,-0.0966342213883689,0.00931838466420011,1,2,2,"2/2",100,100,-0.988,0.0506,-0.988238095238103,0,0,0,0.0506057523809524,0,0,0,-1,-1,-1,-1,55.3,55.2,2,156.168,760.497,25.0387,25.8406,29.9999,25.9863,25.883,25.5504,100,0,-999.9,400,0,103.221,103.707,NA,1594743926.85,1594743926.85,1594740622.1,"09:30:22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CXC"
19,1594744135.6,5208.59999990463,"20200714 10:28:55","10:28:55",NA,32,NA,0.00335446289646821,-1.33729492985614,399.988483870968,399.92695651538,34.4528287365214,34.4581291830408,0.115397188077763,2.67319518731927,0.112699475798081,0.0706742983889062,0,24.1798484541899,23.756935483871,2.95152336513787,13.6617678349425,0.437803385870564,3.20458809694308,2.5137199792673,-147.931813734248,198.020423003432,15.5814633798151,65.6700726489985,0,0,1,0,45785.606884456,0,0,0,0,6,0.5,"0: Broadleaf",2,NA,399.988483870968,399.992935483871,5.08200290322581,1.7445764516129,400.976774193548,5.03139677419355,599.998032258064,86.0478580645161,0.0999451161290323,25.1309580645161,23.756935483871,999.9,0,0,10000.1564516129,0,0.227353,0,0,0,0,2.40795161290323,0,-2.10383870967742,-1.1185935483871,34.312,39.56,37.2235806451613,38.4918709677419,35.562,0,0,0,1594744140.2,0,2.39327307692308,-0.181897441139372,-1.29543246922487,-2.08879230769231,15,NA,NA,1594740614.1,1594740622.1,2,-0.037,0,-0.988,0.051,400,0,0.11,0.03,-0.0087349,-0.0370330595121951,0.0336958131500841,1,3.3318775,0.145050731707314,0.0139827484333374,0,1,2,"1/2",100,100,-0.989,0.0506,-0.988238095238103,0,0,0,0.0506057523809524,0,0,0,-1,-1,-1,-1,58.7,58.6,2,651.955,759.803,24.9486,25.717,29.9997,25.8513,25.7772,25.5559,100,0,-999.9,400,0,103.239,103.729,NA,1594744127.6,1594744127.6,1594740622.1,"09:30:22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CXC"
20,1594744340.1,5413.09999990463,"20200714 10:32:20","10:32:20",NA,33,NA,0.00388385737624983,-1.67087048329195,400.101433333333,401.405587393815,34.578663760026,34.4663187748915,0.143940981831945,2.67288338060158,0.139769148806013,0.0877204691339349,0,23.8872868318633,23.2419366666667,2.86127758968708,16.1898866513132,0.514440512937389,3.17754240049395,2.34683707674969,-171.278110292617,251.714253527057,19.7432189263901,100.179362160829,0,0,1,0,45799.0867086367,0,0,0,0,6,0.5,"0: Broadleaf",2,NA,400.101433333333,399.9845,5.97187033333333,2.111215,401.089733333333,5.92126266666666,600.001266666667,86.0439433333333,0.100008933333333,24.9887333333333,23.2419366666667,999.9,0,0,9998.725,0,0.227353,0,0,0,0,2.39520666666667,0,-3.04578333333333,-1.33299666666667,34.1663333333333,39.312,37.0537333333333,38.1580666666667,35.4204666666667,0,0,0,1594744344.8,0,2.379544,-0.187492298780015,-0.838315381142775,-3.05708,15,NA,NA,1594740614.1,1594740622.1,2,-0.037,0,-0.988,0.051,400,0,0.11,0.03,0.1045051,0.123104087054409,0.0388279287271353,0,3.85153575,0.183916210131323,0.0177247689530075,0,0,2,"0/2",100,100,-0.989,0.0506,-0.988238095238103,0,0,0,0.0506057523809524,0,0,0,-1,-1,-1,-1,62.1,62,2,647.174,759.657,24.8178,25.5707,29.9997,25.7142,25.6431,25.564,100,0,-999.9,400,0,103.264,103.751,NA,1594744332.35,1594744332.35,1594740622.1,"09:30:22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC"
21,1594744596.6,5669.59999990463,"20200714 10:36:36","10:36:36",NA,34,NA,0.00264948035833656,-1.41154338868755,400.3499,406.29747467929,35.0008912403519,34.4885316332487,0.0937959244346821,2.67334886652922,0.0920053128190676,0.0576613526558045,0,24.0792181497761,23.3752466666667,2.88440348849501,14.3498303058197,0.45168955297083,3.14769961277969,2.43271393552418,-116.842083802642,209.74884504124,16.4466880884425,109.35344932704,3,1,1,0,45835.833911743,0,0,0,0,6,0.5,"0: Broadleaf",2,NA,400.3499,399.999066666667,5.24330433333333,2.60764733333333,401.3382,5.19269866666667,599.984366666667,86.0460533333333,0.09991956,24.8305666666667,23.3752466666667,999.9,0,0,10001.296,0,0.227874033333333,0,0,0,0,2.48739,0,-4.43539333333333,-1.53729,33.8791333333333,39.1208,36.7996,38.0062,35.1601333333333,0,0,0,1594744601.6,0,2.47194,-0.383361533752964,-2.31354616769076,-4.440952,15,NA,NA,1594740614.1,1594740622.1,2,-0.037,0,-0.988,0.051,400,0,0.11,0.03,0.3560997,-0.0944997298311455,0.020775508192581,1,2.63752375,-0.0425559849906278,0.00412298174110678,1,2,2,"2/2",100,100,-0.988,0.0506,-0.988238095238103,0,0,0,0.0506057523809524,0,0,0,-1,-1,-1,-1,66.4,66.2,2,637.163,758.56,24.6251,25.3555,29.9999,25.5129,25.4444,25.579,100,0,-999.9,400,0,103.304,103.797,NA,1594744588.85,1594744588.85,1594740622.1,"09:30:22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC"
1,1595344812.5,0,"20200721 09:20:12","09:20:12",NA,1,NA,0.00110805962031187,-0.777449742925115,400.340225806452,410.893766157048,35.3300272388798,34.4225983636735,0.0501719391048151,2.66958069969085,0.0496539280431861,0.0310798004716023,0,22.5934755157908,22.265764516129,2.69682176305881,29.1445088507247,0.817256734750461,2.80415339622421,1.87956502830835,-48.8654292557536,92.5124124815817,7.15361188350618,50.8005951093343,0,0,1,0,46029.1765999049,0,0,0,0,6,0.5,"0: Broadleaf",2,NA,400.340225806452,400.006387096774,9.50482419354839,8.40733,401.679516129032,9.53721129032258,600.018322580645,85.8832967741936,0.100064738709677,22.9085580645161,22.265764516129,999.9,0,0,9997.42096774193,0,0.227353,0,0,0,0,2.25806451612903,0,-30.1923967741936,-5.58509032258064,28.907,34.7195161290323,31.691064516129,33.9654516129032,30.5099677419355,0,0,0,1595431217.2,0,2.25603461538461,0.576181183559123,1.27579489644046,-30.1644615384615,15,NA,NA,1595344542.5,1595344543,1,0.735,0.054,-1.339,-0.032,400,8,0.49,0.15,0.33632012195122,0.0346282578397225,0.0327433191921167,1,1.0913143902439,0.148719721254353,0.0146708858942083,0,1,2,"1/2",100,100,-1.339,-0.0324,-1.33928571428572,0,0,0,-0.0323884999999997,0,0,0,-1,-1,-1,-1,4.5,4.5,2,641.783,815.073,22.8238,23.8106,30.0006,23.7127,23.6109,25.7136,-30,-30,-999.9,400,17.839,103.353,103.897,NA,1595344804.5,1595344804.5,1595344543,"09:15:43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CXC"
2,1595345067.5,255,"20200721 09:24:27","09:24:27",NA,2,NA,0.00334500514937566,-1.22917287236685,399.887032258065,398.916504268354,34.3017334145648,34.3851864480147,0.181801581183031,2.67182193912808,0.175198138382968,0.110072146579917,0,22.1945540001383,22.1556129032258,2.67879448601451,37.7172940670866,1.07288067774153,2.84453247317591,1.60591380827298,-147.514727087467,142.488526438327,11.0158854005029,5.98968475136292,32,5,1,0,46052.4320160293,0,0,0,0,6,0.5,"0: Broadleaf",2,NA,399.887032258065,399.995483870968,12.4772064516129,9.17392838709677,401.226451612903,12.5096032258065,599.998322580645,85.8873129032258,0.0999376806451613,23.1448193548387,22.1556129032258,999.9,0,0,10010.5274193548,0,0.227353,0,0,0,0,2.31034193548387,0,-25.1587903225806,-4.73703870967742,29.9491935483871,35.562,32.7357741935484,34.7559677419355,31.4451290322581,0,0,0,1595431472.2,0,2.336236,-0.56898460920957,1.6037307530396,-25.119192,15,NA,NA,1595344542.5,1595344543,1,0.735,0.054,-1.339,-0.032,400,8,0.49,0.15,-0.119139863414634,-0.0196396034843207,0.0371050248540134,1,3.28840219512195,0.355451289198603,0.0351183831724192,0,1,2,"1/2",100,100,-1.339,-0.0324,-1.33928571428572,0,0,0,-0.0323884999999997,0,0,0,-1,-1,-1,-1,8.8,8.7,2,597.367,815.018,23.0229,24.1095,30.0005,24.1174,24.0246,25.7131,-30,-30,-999.9,400,17.839,103.325,103.856,NA,1595345059.5,1595345059.5,1595344543,"09:15:43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CXC"
3,1595345242.1,429.599999904633,"20200721 09:27:22","09:27:22",NA,3,NA,0.00247224636617864,-1.08187993754996,400.071483870968,401.213107555333,34.4988886766622,34.4007245148841,0.13107439626583,2.67039468711631,0.127602234134592,0.0800556953112629,0,22.6026353444431,22.2142967741936,2.68838544447188,36.8607888238387,1.05872918063845,2.87223690653562,1.62965626383343,-109.026064748478,157.057500786597,12.1622291101947,60.1936651483135,0,0,1,0,45989.3631815697,0,0,0,0,6,0.5,"0: Broadleaf",2,NA,400.071483870968,399.978677419355,12.3127451612903,9.87089193548387,401.410709677419,12.3451322580645,599.988451612903,85.8865064516129,0.0999382258064516,23.3052290322581,22.2142967741936,999.9,0,0,10001.9761290323,0,0.227353,0,0,0,0,2.30791612903226,0,-22.0471096774194,-4.22333225806452,30.518,36.062,33.312,35.262,31.9634193548387,0,0,0,1595431646.8,0,2.32449615384615,0.15070427196737,3.71437949369743,-22.0197384615385,15,NA,NA,1595344542.5,1595344543,1,0.735,0.054,-1.339,-0.032,400,8,0.49,0.15,0.09843597,-0.0409058273921203,0.0335999257125831,1,2.440382,0.0313240525328237,0.00309591198195298,1,2,2,"2/2",100,100,-1.34,-0.0324,-1.33928571428572,0,0,0,-0.0323884999999997,0,0,0,-1,-1,-1,-1,11.7,11.7,2,642.815,814.127,23.1482,24.2525,30.0001,24.2926,24.2088,25.729,-30,-30,-999.9,400,17.839,103.31,103.836,NA,1595345234.1,1595345234.1,1595344543,"09:15:43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC"
